,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day,Week
213,California,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,2,24,8
214,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer4,Agent,Four-Door Car,Small,2,28,9
215,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Large,1,25,4
216,Oregon,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,Offer4,Agent,Sports Car,Small,2,26,8
217,Oregon,Yes,Extended,High School or Below,Other,F,Suburban,Married,Special Auto,Offer1,Agent,Two-Door Car,Small,2,19,7
218,Other,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Web,Sports Car,Medsize,1,2,52
219,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,2,52
220,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,1,26,4
221,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2,2,5
222,Other,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Small,2,27,8
223,Other,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Small,1,20,3
224,Oregon,No,Basic,College,Other,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small,1,17,3
225,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,1,17,3
226,Other,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,2,24,8
227,Other,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,2,14,7
228,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer1,Agent,SUV,Small,2,20,7
229,California,No,Basic,Bachelor,Other,M,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Small,2,19,7
230,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,2,8,6
231,Arizona,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,2,6,5
232,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,27,8
233,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Web,SUV,Small,2,1,5
234,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Medsize,2,23,8
235,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small,1,11,2
236,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Large,2,10,6
237,Other,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Offer2,Branch,SUV,Large,2,25,8
238,Other,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small,2,16,7
239,Other,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Small,1,30,4
240,Other,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Small,2,11,6
241,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Large,1,14,2
242,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Small,2,14,7
243,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Large,2,3,5
244,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,31,5
245,California,No,Extended,Bachelor,Other,M,Suburban,Divorced,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize,2,15,7
246,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,2,27,8
247,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,1,21,3
248,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Luxury SUV,Medsize,1,14,2
249,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,25,4
250,Arizona,No,Premium,High School or Below,Other,F,Suburban,Divorced,Personal Auto,Offer3,Web,Two-Door Car,Medsize,2,2,5
251,Other,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,2,9,6
252,Arizona,No,Basic,Master/Doctor,Employed,M,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,2,28,9
253,Other,Yes,Basic,College,Other,F,Suburban,Divorced,Personal Auto,Offer1,Agent,SUV,Small,1,27,4
254,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Large,2,19,7
255,Other,Yes,Extended,High School or Below,Other,M,Suburban,Divorced,Personal Auto,Offer2,Agent,SUV,Medsize,2,18,7
256,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,2,14,7
257,California,No,Basic,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Small,1,30,4
258,Other,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,2,9,6
259,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,6,5
260,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,23,8
261,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,2,22,8
262,Arizona,No,Basic,College,Other,F,Suburban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize,1,16,2
263,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,2,5
264,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,22,8
265,Oregon,No,Basic,College,Other,M,Rural,Married,Corporate Auto,Offer1,Web,Four-Door Car,Medsize,1,3,1
266,Arizona,No,Extended,Master/Doctor,Employed,F,Rural,Single,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,2,27,8
267,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small,2,15,7
268,California,No,Extended,College,Employed,M,Rural,Married,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize,1,11,2
269,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Call Center,Sports Car,Medsize,1,21,3
270,Other,No,Basic,Master/Doctor,Other,F,Rural,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,1,26,4
271,Other,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Medsize,1,1,52
272,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,23,8
273,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Sports Car,Small,2,4,5
274,Other,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,2,6,5
275,Oregon,No,Basic,Master/Doctor,Other,M,Rural,Married,Special Auto,Offer1,Web,Two-Door Car,Medsize,2,10,6
276,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,2,52
277,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2,10,6
278,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,1,19,3
279,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,2,23,8
280,Other,No,Extended,College,Unemployed,M,Urban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize,1,7,1
281,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Web,Two-Door Car,Medsize,1,14,2
282,Other,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,15,7
283,Other,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,24,8
284,Other,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,2,2,5
285,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,7,1
286,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,2,28,9
287,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,17,7
288,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Sports Car,Medsize,2,12,6
289,Other,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Large,1,9,1
290,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,1,10,2
291,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Large,1,8,1
292,Oregon,No,Extended,Master/Doctor,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Luxury Car,Medsize,1,25,4
293,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Web,Four-Door Car,Small,1,27,4
294,Oregon,No,Premium,High School or Below,Other,F,Rural,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Large,1,12,2
295,Arizona,No,Basic,Master/Doctor,Employed,M,Rural,Single,Special Auto,Offer2,Branch,Four-Door Car,Medsize,1,16,2
296,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,22,3
297,Other,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special Auto,Offer2,Branch,Four-Door Car,Medsize,1,13,2
298,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,2,11,6
299,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer3,Web,Four-Door Car,Medsize,1,4,1
300,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,29,4
301,Other,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer4,Web,Four-Door Car,Medsize,2,28,9
302,Oregon,Yes,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,Offer1,Web,Sports Car,Medsize,2,4,5
303,Other,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,SUV,Small,2,2,5
304,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,3,1
305,Other,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,SUV,Medsize,2,21,8
306,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,SUV,Medsize,2,1,5
307,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Offer3,Web,SUV,Medsize,1,1,52
308,Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,28,9
309,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Small,1,12,2
310,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,13,6
311,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,29,4
312,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize,2,13,6
313,Oregon,No,Basic,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,SUV,Small,1,22,3
314,Oregon,No,Premium,Master/Doctor,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,25,4
315,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,SUV,Medsize,2,23,8
316,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Offer3,Call Center,SUV,Medsize,2,18,7
317,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Small,1,3,1
318,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Medsize,1,9,1
319,California,Yes,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Large,1,3,1
320,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer4,Agent,SUV,Small,2,21,8
321,Arizona,Yes,Basic,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,22,8
322,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,9,1
323,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,7,6
324,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,2,26,8
325,California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,1,30,4
326,Other,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Small,2,28,9
327,Other,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,2,20,7
328,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,20,3
329,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,1,22,3
330,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,6,1
331,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer3,Web,SUV,Medsize,2,6,5
332,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,2,5
333,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,23,8
334,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Small,1,7,1
335,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,2,27,8
336,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,1,21,3
337,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize,2,4,5
338,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,1,8,1
339,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize,2,4,5
340,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,SUV,Medsize,1,15,2
341,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,SUV,Small,2,7,6
342,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,19,7
343,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,9,6
344,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,5,5
345,Other,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Large,1,15,2
346,Oregon,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,6,5
347,Other,No,Basic,Master/Doctor,Other,M,Urban,Divorced,Personal Auto,Offer4,Web,Four-Door Car,Medsize,2,27,8
348,Other,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,17,3
349,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize,1,7,1
350,California,No,Premium,College,Other,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,3,1
351,Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,1,26,4
352,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Small,1,7,1
353,Other,No,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,1,14,2
354,Other,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Large,2,20,7
355,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Small,1,1,52
356,Oregon,No,Basic,Master/Doctor,Employed,F,Urban,Divorced,Personal Auto,Offer2,Branch,SUV,Medsize,1,10,2
357,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,1,27,4
358,Other,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,7,6
359,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,1,25,4
360,Other,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,2,11,6
361,Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,1,19,3
362,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Sports Car,Large,2,4,5
363,Oregon,Yes,Basic,Bachelor,Other,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,9,6
364,California,No,Basic,High School or Below,Other,M,Suburban,Married,Special Auto,Offer1,Branch,Four-Door Car,Large,2,20,7
365,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Call Center,Four-Door Car,Small,2,4,5
366,California,No,Premium,College,Employed,F,Urban,Single,Personal Auto,Offer2,Call Center,SUV,Small,1,8,1
367,California,Yes,Basic,College,Other,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,2,2,5
368,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,7,6
369,Oregon,Yes,Extended,Master/Doctor,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Large,1,10,2
370,California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,1,26,4
371,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Sports Car,Medsize,2,1,5
372,Arizona,No,Basic,Bachelor,Other,M,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,1,28,4
373,California,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Web,SUV,Medsize,1,11,2
374,Oregon,No,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,2,3,5
375,Arizona,No,Extended,College,Employed,M,Rural,Married,Special Auto,Offer1,Agent,SUV,Small,2,4,5
376,California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer4,Web,SUV,Medsize,2,14,7
377,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,SUV,Medsize,1,24,4
378,Other,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,2,23,8
379,California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,2,12,6
380,Arizona,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,5,1
381,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Offer2,Agent,Four-Door Car,Medsize,2,14,7
382,Other,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,2,2,5
383,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,SUV,Small,1,23,3
384,Other,No,Premium,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Small,1,5,1
385,Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer3,Agent,SUV,Medsize,2,24,8
386,Other,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize,1,10,2
